US,United States,California,San Francisco County,2020-02-15,6,2,23,-1,1,-1
US,United States,California,San Francisco County,2020-02-16,8,-2,30,8,1,-1
US,United States,California,San Francisco County,2020-02-17,6,2,48,-36,-59,11
US,United States,California,San Francisco County,2020-02-18,-3,2,16,-3,1,0
US,United States,California,San Francisco County,2020-02-19,-2,-2,6,-1,0,0
US,United States,California,San Francisco County,2020-02-20,3,-1,16,1,0,0
US,United States,California,San Francisco County,2020-02-21,0,1,14,0,3,0
US,United States,California,San Francisco County,2020-02-22,0,0,4,-5,3,0
US,United States,California,San Francisco County,2020-02-23,2,1,16,1,4,0
US,United States,California,San Francisco County,2020-02-24,3,2,15,1,2,0
US,United States,California,San Francisco County,2020-02-25,10,4,31,4,3,-1
US,United States,California,San Francisco County,2020-02-26,4,3,13,1,0,0
US,United States,California,San Francisco County,2020-02-27,5,3,20,4,1,-1
US,United States,California,San Francisco County,2020-02-28,-1,5,6,-2,2,0
US,United States,California,San Francisco County,2020-02-29,-5,3,-7,-13,2,1
US,United States,California,San Francisco County,2020-03-01,-4,4,1,-5,4,0
US,United States,California,San Francisco County,2020-03-02,-2,10,13,-6,0,1
US,United States,California,San Francisco County,2020-03-03,1,12,12,-3,-1,1
US,United States,California,San Francisco County,2020-03-04,-4,5,0,-4,-2,2
US,United States,California,San Francisco County,2020-03-05,-4,6,-8,-9,-4,2
US,United States,California,San Francisco County,2020-03-06,-9,6,-15,-17,-8,5
US,United States,California,San Francisco County,2020-03-07,-12,1,-19,-24,0,4
US,United States,California,San Francisco County,2020-03-08,-13,-4,-8,-18,-2,3
US,United States,California,San Francisco County,2020-03-09,-8,7,2,-22,-18,8
US,United States,California,San Francisco County,2020-03-10,-6,10,9,-24,-21,9
US,United States,California,San Francisco County,2020-03-11,-13,8,3,-30,-26,11
US,United States,California,San Francisco County,2020-03-12,-17,16,-4,-35,-32,14
US,United States,California,San Francisco County,2020-03-13,-26,17,-16,-40,-35,15
US,United States,California,San Francisco County,2020-03-14,-41,1,-54,-48,-13,11
US,United States,California,San Francisco County,2020-03-15,-42,-1,-35,-41,-15,10
US,United States,California,San Francisco County,2020-03-16,-32,32,-20,-52,-54,20
US,United States,California,San Francisco County,2020-03-17,-64,-11,-27,-70,-72,32
US,United States,California,San Francisco County,2020-03-18,-67,-18,-35,-72,-73,33
US,United States,California,San Francisco County,2020-03-19,-66,-16,-25,-71,-73,33
US,United States,California,San Francisco County,2020-03-20,-69,-16,-36,-70,-72,34
US,United States,California,San Francisco County,2020-03-21,-73,-22,-38,-65,-49,20
US,United States,California,San Francisco County,2020-03-22,-72,-30,-34,-62,-48,19
US,United States,California,San Francisco County,2020-03-23,-68,-28,-50,-74,-76,34
US,United States,California,San Francisco County,2020-03-24,-70,-28,-54,-75,-76,36
US,United States,California,San Francisco County,2020-03-25,-70,-25,-40,-74,-76,34
US,United States,California,San Francisco County,2020-03-26,-70,-26,-39,-74,-77,36
US,United States,California,San Francisco County,2020-03-27,-72,-27,-48,-73,-74,36
US,United States,California,San Francisco County,2020-03-28,-76,-32,-64,-69,-54,23
US,United States,California,San Francisco County,2020-03-29,-75,-37,-55,-66,-53,21
US,United States,California,San Francisco County,2020-03-30,-67,-29,-38,-73,-76,33
US,United States,California,San Francisco County,2020-03-31,-69,-28,-38,-73,-77,35
US,United States,California,San Francisco County,2020-04-01,-69,-28,-40,-73,-77,34
US,United States,California,San Francisco County,2020-04-02,-70,-28,-41,-74,-77,36
US,United States,California,San Francisco County,2020-04-03,-71,-29,-46,-72,-75,35
US,United States,California,San Francisco County,2020-04-04,-79,-39,-77,-72,-56,24
US,United States,California,San Francisco County,2020-04-05,-77,-41,-65,-70,-54,22
US,United States,California,San Francisco County,2020-04-06,-73,-40,-66,-78,-78,36
US,United States,California,San Francisco County,2020-04-07,-70,-28,-31,-74,-78,35
US,United States,California,San Francisco County,2020-04-08,-72,-34,-52,-75,-78,35
US,United States,California,San Francisco County,2020-04-09,-72,-32,-44,-76,-78,36
US,United States,California,San Francisco County,2020-04-10,-73,-32,-43,-74,-76,36
US,United States,California,San Francisco County,2020-04-11,-77,-33,-59,-70,-54,22
US,United States,California,San Francisco County,2020-04-12,-79,-48,-48,-67,-53,20
US,United States,California,San Francisco County,2020-04-13,-70,-36,-39,-75,-77,34
US,United States,California,San Francisco County,2020-04-14,-71,-34,-22,-74,-77,34
US,United States,California,San Francisco County,2020-04-15,-73,-35,-41,-74,-77,35
US,United States,California,San Francisco County,2020-04-16,-77,-37,-51,-75,-77,37
US,United States,California,San Francisco County,2020-04-17,-77,-36,-55,-74,-74,36
US,United States,California,San Francisco County,2020-04-18,-79,-36,-43,-65,-50,21
US,United States,California,San Francisco County,2020-04-19,-78,-42,-38,-62,-50,19
US,United States,California,San Francisco County,2020-04-20,-75,-39,-44,-74,-77,34
US,United States,California,San Francisco County,2020-04-21,-74,-36,-32,-74,-77,35
US,United States,California,San Francisco County,2020-04-22,-75,-36,-37,-74,-76,35
US,United States,California,San Francisco County,2020-04-23,-76,-37,-36,-75,-77,36
US,United States,California,San Francisco County,2020-04-24,-76,-35,-32,-72,-74,35
US,United States,California,San Francisco County,2020-04-25,-77,-36,-33,-64,-49,20
US,United States,California,San Francisco County,2020-04-26,-77,-41,-38,-62,-50,19
US,United States,California,San Francisco County,2020-04-27,-73,-37,-33,-73,-76,33
US,United States,California,San Francisco County,2020-04-28,-73,-35,-24,-72,-76,25
US,United States,California,San Francisco County,2020-04-29,-75,-38,-50,-74,-76,34
US,United States,California,San Francisco County,2020-04-30,-73,-34,-41,-74,-76,35
US,United States,California,San Francisco County,2020-05-01,-72,-32,-34,-70,-73,34
US,United States,California,San Francisco County,2020-05-02,-75,-32,-41,-64,-47,20
US,United States,California,San Francisco County,2020-05-03,-72,-37,-19,-57,-44,17
US,United States,California,San Francisco County,2020-05-04,-68,-33,-29,-71,-74,32
US,United States,California,San Francisco County,2020-05-05,-68,-30,-25,-71,-74,33
US,United States,California,San Francisco County,2020-05-06,-71,-32,-25,-71,-74,33
US,United States,California,San Francisco County,2020-05-07,-71,-30,-24,-71,-74,33
US,United States,California,San Francisco County,2020-05-08,-72,-30,-32,-69,-71,33
US,United States,California,San Francisco County,2020-05-09,-74,-28,-41,-62,-43,18
US,United States,California,San Francisco County,2020-05-10,-72,-33,-33,-58,-40,15
US,United States,California,San Francisco County,2020-05-11,-71,-37,-48,-74,-73,33
US,United States,California,San Francisco County,2020-05-12,-70,-31,-27,-71,-73,33
US,United States,California,San Francisco County,2020-05-13,-71,-33,-41,-71,-73,33
US,United States,California,San Francisco County,2020-05-14,-72,-34,-48,-73,-74,34
US,United States,California,San Francisco County,2020-05-15,-70,-30,-29,-71,-70,31
US,United States,California,San Francisco County,2020-05-16,-72,-29,-25,-65,-42,17
US,United States,California,San Francisco County,2020-05-17,-71,-35,-25,-62,-38,17
US,United States,California,San Francisco County,2020-05-18,-68,-32,-31,-73,-72,31
US,United States,California,San Francisco County,2020-05-19,-67,-28,-20,-72,-72,32
US,United States,California,San Francisco County,2020-05-20,-67,-30,-22,-72,-71,31
US,United States,California,San Francisco County,2020-05-21,-67,-28,-21,-72,-71,32
US,United States,California,San Francisco County,2020-05-22,-67,-24,-16,-69,-67,29
US,United States,California,San Francisco County,2020-05-23,-70,-27,-11,-59,-34,15
US,United States,California,San Francisco County,2020-05-24,-67,-29,10,-55,-34,13
US,United States,California,San Francisco County,2020-05-25,-65,-29,36,-74,-81,27