US,United States,Washington,King County,2020-02-15,-1,-2,11,8,-3,0
US,United States,Washington,King County,2020-02-16,13,1,19,3,-2,-1
US,United States,Washington,King County,2020-02-17,10,4,64,-13,-40,7
US,United States,Washington,King County,2020-02-18,4,2,51,6,-8,1
US,United States,Washington,King County,2020-02-19,2,2,62,6,-7,0
US,United States,Washington,King County,2020-02-20,3,1,53,2,-6,0
US,United States,Washington,King County,2020-02-21,1,-4,51,1,-7,1
US,United States,Washington,King County,2020-02-22,0,-5,34,8,-1,-1
US,United States,Washington,King County,2020-02-23,7,-2,0,2,1,0
US,United States,Washington,King County,2020-02-24,0,-2,16,2,4,-1
US,United States,Washington,King County,2020-02-25,4,1,37,3,1,0
US,United States,Washington,King County,2020-02-26,5,2,45,5,1,-1
US,United States,Washington,King County,2020-02-27,8,1,57,7,2,-1
US,United States,Washington,King County,2020-02-28,3,1,21,4,1,0
US,United States,Washington,King County,2020-02-29,1,6,33,3,1,-1
US,United States,Washington,King County,2020-03-01,12,6,35,7,1,0
US,United States,Washington,King County,2020-03-02,-3,9,-12,-6,0,1
US,United States,Washington,King County,2020-03-03,-1,10,15,-8,-5,3
US,United States,Washington,King County,2020-03-04,-2,6,52,-9,-8,3
US,United States,Washington,King County,2020-03-05,-5,5,14,-16,-16,7
US,United States,Washington,King County,2020-03-06,-11,-1,-5,-21,-22,9
US,United States,Washington,King County,2020-03-07,-13,-5,13,-12,-5,4
US,United States,Washington,King County,2020-03-08,-5,-6,33,-14,-6,3
US,United States,Washington,King County,2020-03-09,-6,-1,47,-25,-25,9
US,United States,Washington,King County,2020-03-10,-7,1,25,-27,-27,10
US,United States,Washington,King County,2020-03-11,-9,6,33,-28,-27,10
US,United States,Washington,King County,2020-03-12,-11,10,30,-33,-32,12
US,United States,Washington,King County,2020-03-13,-20,7,-30,-40,-37,15
US,United States,Washington,King County,2020-03-14,-28,1,12,-28,-13,7
US,United States,Washington,King County,2020-03-15,-20,-4,42,-31,-15,6
US,United States,Washington,King County,2020-03-16,-26,12,43,-44,-45,16
US,United States,Washington,King County,2020-03-17,-35,2,54,-47,-51,20
US,United States,Washington,King County,2020-03-18,-38,-1,89,-50,-53,21
US,United States,Washington,King County,2020-03-19,-40,-3,81,-56,-55,22
US,United States,Washington,King County,2020-03-20,-43,-3,75,-56,-55,23
US,United States,Washington,King County,2020-03-21,-53,-15,56,-50,-36,13
US,United States,Washington,King County,2020-03-22,-50,-21,20,-57,-38,12
US,United States,Washington,King County,2020-03-23,-46,-12,-9,-63,-58,23
US,United States,Washington,King County,2020-03-24,-50,-17,-8,-64,-62,27
US,United States,Washington,King County,2020-03-25,-53,-20,5,-66,-65,27
US,United States,Washington,King County,2020-03-26,-58,-26,-23,-70,-68,30
US,United States,Washington,King County,2020-03-27,-59,-25,-25,-71,-68,31
US,United States,Washington,King County,2020-03-28,-64,-31,-30,-66,-48,18
US,United States,Washington,King County,2020-03-29,-57,-30,0,-66,-47,15
US,United States,Washington,King County,2020-03-30,-56,-28,-33,-72,-69,28
US,United States,Washington,King County,2020-03-31,-53,-23,-6,-70,-70,30
US,United States,Washington,King County,2020-04-01,-52,-20,21,-68,-70,29
US,United States,Washington,King County,2020-04-02,-55,-22,-5,-72,-70,30
US,United States,Washington,King County,2020-04-03,-56,-21,-18,-72,-69,31
US,United States,Washington,King County,2020-04-04,-60,-24,7,-64,-48,17
US,United States,Washington,King County,2020-04-05,-56,-29,-10,-68,-48,15
US,United States,Washington,King County,2020-04-06,-51,-21,26,-70,-69,27
US,United States,Washington,King County,2020-04-07,-52,-20,35,-70,-70,29
US,United States,Washington,King County,2020-04-08,-52,-20,49,-69,-70,28
US,United States,Washington,King County,2020-04-09,-52,-18,43,-70,-70,29
US,United States,Washington,King County,2020-04-10,-54,-17,29,-70,-70,30
US,United States,Washington,King County,2020-04-11,-59,-19,-5,-63,-48,17
US,United States,Washington,King County,2020-04-12,-65,-34,4,-66,-49,14
US,United States,Washington,King County,2020-04-13,-53,-23,12,-69,-68,27
US,United States,Washington,King County,2020-04-14,-52,-21,32,-68,-68,29
US,United States,Washington,King County,2020-04-15,-50,-18,29,-67,-68,28
US,United States,Washington,King County,2020-04-16,-51,-19,35,-68,-68,28
US,United States,Washington,King County,2020-04-17,-54,-21,16,-68,-67,29
US,United States,Washington,King County,2020-04-18,-60,-26,-20,-62,-45,17
US,United States,Washington,King County,2020-04-19,-53,-26,20,-63,-44,13
US,United States,Washington,King County,2020-04-20,-50,-23,27,-67,-67,26
US,United States,Washington,King County,2020-04-21,-52,-24,-3,-68,-67,29
US,United States,Washington,King County,2020-04-22,-55,-25,-36,-71,-67,29
US,United States,Washington,King County,2020-04-23,-54,-23,-17,-70,-67,29
US,United States,Washington,King County,2020-04-24,-54,-22,5,-67,-66,29
US,United States,Washington,King County,2020-04-25,-58,-23,6,-60,-45,16
US,United States,Washington,King County,2020-04-26,-52,-26,8,-62,-44,13
US,United States,Washington,King County,2020-04-27,-49,-22,5,-67,-65,26
US,United States,Washington,King County,2020-04-28,-49,-21,12,-67,-66,19
US,United States,Washington,King County,2020-04-29,-49,-19,20,-66,-66,27
US,United States,Washington,King County,2020-04-30,-49,-18,5,-67,-66,27
US,United States,Washington,King County,2020-05-01,-49,-16,26,-64,-64,27
US,United States,Washington,King County,2020-05-02,-57,-22,-34,-61,-44,16
US,United States,Washington,King County,2020-05-03,-48,-20,13,-60,-40,12
US,United States,Washington,King County,2020-05-04,-46,-18,6,-65,-63,25
US,United States,Washington,King County,2020-05-05,-42,-10,56,-63,-64,25
US,United States,Washington,King County,2020-05-06,-48,-17,18,-64,-64,26
US,United States,Washington,King County,2020-05-07,-45,-13,58,-63,-63,25
US,United States,Washington,King County,2020-05-08,-46,-9,78,-61,-62,24
US,United States,Washington,King County,2020-05-09,-50,-7,76,-50,-38,11
US,United States,Washington,King County,2020-05-10,-41,-8,61,-54,-35,8
US,United States,Washington,King County,2020-05-11,-47,-21,7,-65,-62,24
US,United States,Washington,King County,2020-05-12,-46,-16,18,-64,-62,26
US,United States,Washington,King County,2020-05-13,-45,-14,47,-62,-62,25
US,United States,Washington,King County,2020-05-14,-47,-17,30,-64,-62,26
US,United States,Washington,King County,2020-05-15,-46,-15,64,-61,-61,24
US,United States,Washington,King County,2020-05-16,-55,-21,-15,-57,-38,14
US,United States,Washington,King County,2020-05-17,-45,-19,42,-56,-33,11
US,United States,Washington,King County,2020-05-18,-43,-18,38,-62,-60,23
US,United States,Washington,King County,2020-05-19,-42,-15,45,-62,-61,25
US,United States,Washington,King County,2020-05-20,-45,-16,9,-62,-61,25
US,United States,Washington,King County,2020-05-21,-46,-16,-8,-64,-61,26
US,United States,Washington,King County,2020-05-22,-44,-11,19,-61,-60,24
US,United States,Washington,King County,2020-05-23,-51,-17,49,-51,-32,11
US,United States,Washington,King County,2020-05-24,-41,-17,71,-54,-32,8
US,United States,Washington,King County,2020-05-25,-50,-19,-1,-71,-81,27